TranDate,Account,Dept,Sum of Amount
5/12/2015,66030,191,($6.24)
5/12/2015,62510,152,($400.24)
5/12/2015,73010,220,$83.27 
5/12/2015,66090,230,($33.41)
5/12/2015,65590,162,($35.34)
5/12/2015,61560,254,($87.55)
5/12/2015,61520,190,($207.92)
5/12/2015,65710,250,($683.64)
5/12/2015,65520,239,($29.72)
5/12/2015,66080,243,($8.00)
5/12/2015,65520,171,($27.86)
5/12/2015,83020,294,$248.37 
5/12/2015,64000,285,$148.15 
5/12/2015,61520,200,($299.74)
5/12/2015,84020,247,$151.47 
5/12/2015,62550,241,($63.15)
5/12/2015,65570,217,($8.61)
5/12/2015,72070,275,"$3,630.01 "
5/12/2015,66100,156,($4.54)
5/12/2015,66080,278,($6.75)
5/12/2015,65690,294,($47.57)
5/12/2015,62010,262,($710.49)
5/12/2015,73010,212,$63.80 
5/12/2015,65620,240,($112.92)
5/12/2015,86180,226,$34.14 
5/12/2015,73010,290,$224.46 
5/13/2015,62020,281,($551.81)
5/13/2015,61510,226,($110.53)
5/13/2015,71160,201,$237.05 
5/13/2015,71200,251,$140.84 
5/13/2015,82100,242,$52.60 
5/13/2015,65590,272,($58.89)
5/13/2015,72140,178,$845.11 
5/13/2015,62510,290,($520.97)
5/13/2015,65710,189,($497.19)
5/13/2015,65760,281,($6.71)
5/13/2015,65520,197,($24.97)
5/13/2015,66010,242,($69.95)
5/13/2015,65750,218,($485.99)
5/13/2015,71170,245,$440.47 
5/13/2015,65650,294,($288.77)
5/13/2015,71180,293,$404.42 
5/13/2015,66010,202,($31.32)
5/13/2015,71050,210,$295.21 
5/13/2015,61540,265,($23.43)
5/13/2015,66510,151,($45.89)
5/13/2015,66040,297,($56.08)
5/13/2015,65590,273,($47.12)
5/13/2015,61550,221,($231.25)
5/13/2015,65600,197,($260.85)
5/13/2015,66120,245,($1.69)
5/13/2015,86010,154,$274.83 
5/13/2015,66040,268,($44.86)
5/13/2015,86170,210,$18.00 
5/13/2015,66110,157,($0.46)
5/13/2015,66110,272,($0.28)
5/13/2015,80990,200,"$2,621.41 "
5/13/2015,73020,230,$35.66 
5/13/2015,66020,228,($513.84)
5/13/2015,63050,262,($4.40)
5/13/2015,65520,156,($41.28)
5/13/2015,61540,236,($34.08)
5/13/2015,66020,226,($355.73)
5/13/2015,66070,166,($16.00)
5/13/2015,62010,235,($769.70)
5/13/2015,62510,259,($694.63)
5/13/2015,71190,240,$116.94 
5/13/2015,61560,271,($96.98)
5/13/2015,66130,220,($50.08)
5/13/2015,64010,207,$52.95 
5/13/2015,66130,262,($96.14)
5/13/2015,62530,292,($76.88)
5/13/2015,62560,276,($13.77)
5/13/2015,61510,260,($77.20)
5/13/2015,68060,247,($130.41)
5/13/2015,62020,251,($735.75)
5/13/2015,66010,196,($105.98)
5/13/2015,62030,211,($195.23)
5/13/2015,64020,284,$1.33 
5/13/2015,64010,185,$92.67 
5/14/2015,65600,222,($234.76)
5/14/2015,72110,257,"$2,649.02 "
5/14/2015,66020,250,($485.09)
5/14/2015,65600,195,($215.20)
5/14/2015,68060,220,($97.81)
5/14/2015,62520,224,($244.77)
5/14/2015,65740,214,($306.50)
5/14/2015,65710,294,($559.34)
5/14/2015,66050,172,($20.09)
5/14/2015,66080,237,($10.00)
5/14/2015,82010,235,$167.61 
5/14/2015,66100,165,($4.96)
5/14/2015,64020,198,$1.93 
5/14/2015,61570,284,($212.39)
5/14/2015,86100,202,$7.80 
5/14/2015,61540,221,($42.60)
5/14/2015,61530,185,($32.17)
5/14/2015,62520,298,($166.89)
5/14/2015,62550,256,($39.09)
5/14/2015,86280,263,$49.42 
5/14/2015,66100,185,($5.41)
5/14/2015,68060,297,($97.81)
5/14/2015,65600,185,($256.77)
5/14/2015,85510,284,$603.24 
5/14/2015,66110,161,($0.35)
5/14/2015,66530,185,($8.80)
5/14/2015,73010,195,$150.53 
5/14/2015,66530,220,($7.20)
5/14/2015,66040,207,($66.46)
5/14/2015,66120,196,($2.22)
5/14/2015,81230,194,$175.49 
5/14/2015,66070,279,($6.28)
5/14/2015,62099,189,$33.22 
5/14/2015,62020,261,($735.75)
5/14/2015,65730,165,$2.89 
5/14/2015,81030,236,$67.13 
5/14/2015,73050,191,$15.55 
5/14/2015,81110,266,$12.84 
5/14/2015,66090,232,($30.16)
5/14/2015,66550,237,($70.35)
5/14/2015,61510,248,($122.81)
5/14/2015,86010,267,$28.26 
5/14/2015,61520,281,($194.92)
5/14/2015,65650,261,($507.60)
5/14/2015,65610,298,($565.76)
5/14/2015,66040,196,($73.11)
5/14/2015,86030,213,$196.62 
5/14/2015,66550,183,($156.34)
5/14/2015,64010,242,$52.95 
5/14/2015,71170,191,$528.56 
5/14/2015,86200,161,$33.39 
5/14/2015,81030,287,$98.45 
5/14/2015,65650,174,($413.60)
5/14/2015,73050,230,$68.32 
5/14/2015,62560,152,($9.84)
5/14/2015,62020,244,"($1,287.56)"
5/14/2015,86180,256,$14.03 
5/14/2015,65730,181,($11.14)
5/14/2015,64010,179,$69.50 
5/14/2015,65660,209,($114.05)
5/14/2015,81900,225,$303.21 
5/14/2015,66550,271,($93.80)
5/14/2015,65740,254,($353.66)
5/14/2015,81090,172,"$1,154.48 "
5/14/2015,73040,168,$29.16 
5/14/2015,68060,238,($107.59)
5/14/2015,62099,229,$30.20 
5/14/2015,65650,235,($661.76)
5/14/2015,65540,224,($466.38)
5/14/2015,61550,283,($312.77)
5/14/2015,66530,239,($8.00)
5/14/2015,65540,234,($380.45)
5/14/2015,65690,284,($42.94)
5/14/2015,62010,270,($947.32)
5/14/2015,66510,214,($75.09)
5/14/2015,83020,277,($63.72)
5/14/2015,86090,215,$90.86 
5/14/2015,65620,235,($135.51)
5/14/2015,66040,244,($62.31)
5/14/2015,83010,152,$114.34 
5/14/2015,66520,204,($21.39)
5/14/2015,62030,217,($173.53)
5/14/2015,82050,170,$2.93 
5/14/2015,65700,177,($613.26)
5/14/2015,71310,196,"$3,839.36 "
5/14/2015,71170,207,$646.02 
5/14/2015,81200,276,$95.88 
5/14/2015,61550,249,($231.25)
5/14/2015,66530,279,($8.07)
5/14/2015,65600,228,($146.73)
5/14/2015,66020,174,($467.13)
5/14/2015,65660,171,($154.10)
5/14/2015,61570,232,($121.37)
5/14/2015,64000,206,$181.83 
5/14/2015,66510,206,($79.54)
5/14/2015,66030,267,($3.64)
5/14/2015,65760,294,($3.84)
5/14/2015,61550,178,($289.06)
5/14/2015,62530,168,($112.11)
5/14/2015,81070,208,$69.58 
5/14/2015,61520,159,($155.94)
5/14/2015,65740,175,($282.93)
5/14/2015,64000,297,$215.50 
5/14/2015,66090,277,($49.90)
5/14/2015,65690,172,($63.42)
5/14/2015,66120,237,($1.37)
5/14/2015,65550,283,($576.28)
5/14/2015,62010,258,"($1,076.50)"
5/14/2015,65760,250,($6.15)
5/14/2015,68060,280,($67.25)
5/14/2015,66550,175,($64.49)
5/14/2015,65740,244,($594.15)
5/14/2015,61560,175,($74.08)
5/14/2015,65520,201,($39.01)
5/14/2015,86010,297,$13.45 
5/14/2015,64020,277,$1.22 
5/14/2015,62010,205,($484.43)
5/14/2015,65590,203,($105.24)
5/14/2015,66520,242,($21.78)
5/14/2015,66130,270,($53.80)
5/14/2015,86180,252,$4.53 
5/14/2015,65750,283,($334.12)
5/14/2015,65710,276,($538.63)
5/14/2015,72100,280,$592.05 
5/14/2015,66020,249,($323.40)
5/14/2015,65660,213,($138.69)
5/14/2015,73010,277,$125.14 
5/14/2015,65610,151,($269.41)
5/14/2015,66120,251,($1.27)
5/14/2015,66550,278,($164.15)
5/14/2015,65700,248,($348.87)
5/14/2015,62510,277,($473.01)
5/14/2015,73050,273,$14.13 
5/14/2015,66030,187,($5.29)
5/14/2015,81030,244,$89.50 
5/14/2015,65600,266,($195.64)
5/14/2015,65750,217,($637.86)
5/14/2015,86180,268,$18.71 
5/14/2015,65650,190,($423.00)
5/14/2015,65600,244,($195.64)
5/14/2015,65610,297,($323.29)
5/14/2015,65550,262,($576.28)
5/14/2015,66120,291,($1.52)
5/14/2015,65590,153,($42.40)
5/14/2015,64000,262,$121.22 
5/14/2015,65550,152,($648.31)
5/14/2015,65650,285,($496.32)
5/14/2015,61540,152,($34.36)
5/14/2015,66080,267,($2.97)
5/14/2015,73010,293,$68.13 
5/14/2015,61550,220,($252.27)
5/14/2015,61560,188,($105.06)
5/14/2015,66080,220,($6.50)
5/14/2015,73010,282,$104.28 
5/14/2015,66510,285,($115.23)
5/14/2015,65710,226,($652.57)
5/14/2015,65570,163,($5.54)
5/14/2015,66080,258,($6.00)
5/14/2015,83020,196,($57.93)
5/14/2015,61560,290,($98.78)
5/14/2015,86040,240,$425.17 
5/14/2015,66120,150,($2.48)
5/14/2015,66070,222,($7.53)
5/14/2015,65690,283,($51.53)
5/14/2015,71020,169,"$1,234.42 "
5/14/2015,65610,265,($598.69)
5/14/2015,73010,280,$338.52 
5/14/2015,62030,164,($143.16)
5/14/2015,73050,249,$75.15 
5/14/2015,62510,270,($430.01)
5/14/2015,64010,227,$39.71 
5/14/2015,73030,254,$500.49 
5/14/2015,66010,278,($59.62)
5/14/2015,65690,163,($57.26)
5/14/2015,66090,157,($25.06)
5/14/2015,64010,192,$37.62 
5/14/2015,71325,248,($489.88)
5/14/2015,61530,243,($51.47)
5/14/2015,66050,288,($24.35)
5/14/2015,62010,266,($861.20)
5/14/2015,65690,247,($49.55)
5/14/2015,64020,160,$2.58 
5/14/2015,83010,279,$125.78 
5/14/2015,65610,207,($471.47)
5/14/2015,61560,158,($121.23)
5/14/2015,86180,166,$27.93 
5/14/2015,66510,155,($60.07)
5/14/2015,66550,297,($129.32)
5/14/2015,73020,180,$35.76 
5/14/2015,72090,294,$906.57 
5/14/2015,66040,266,($34.27)
5/14/2015,66520,288,($23.76)
5/14/2015,72010,246,"$2,798.45 "
5/14/2015,86450,213,$12.02 
5/14/2015,86010,202,$23.55 
5/14/2015,61570,185,($113.78)
5/15/2015,65520,187,($33.02)
5/15/2015,65740,280,($449.54)
5/15/2015,65540,172,($244.58)
5/15/2015,65740,247,($367.80)
5/15/2015,61560,195,($118.53)
5/15/2015,61540,228,($38.34)
5/15/2015,62030,182,($173.53)
5/15/2015,66550,159,($93.80)
5/15/2015,62010,220,($651.28)
5/15/2015,73020,288,$39.23 
5/15/2015,65600,258,($233.13)
5/15/2015,65610,151,($478.95)
5/15/2015,63050,209,($8.00)
5/15/2015,83010,203,$85.76 
5/15/2015,66130,199,($59.59)
5/15/2015,72060,236,"$2,739.42 "
5/15/2015,65700,217,($469.63)
5/15/2015,61560,292,($101.02)
5/15/2015,73010,272,$43.50 
5/15/2015,86010,211,$12.11 
5/15/2015,62510,152,($272.89)
5/15/2015,66080,247,($5.63)
5/15/2015,61510,254,($84.21)
5/15/2015,65740,196,($495.12)
5/15/2015,86270,260,$124.68 
5/15/2015,62530,221,($48.05)
5/15/2015,61550,194,($262.79)
5/15/2015,65610,286,($359.22)
5/15/2015,86130,150,$284.52 
5/15/2015,61510,285,($52.63)
5/15/2015,61550,154,($210.23)
5/15/2015,66130,279,($54.63)
5/15/2015,71030,224,$275.14 
5/15/2015,65690,228,($52.85)
5/15/2015,62550,244,($58.80)
5/15/2015,66130,275,($65.18)
5/15/2015,66030,229,($3.70)
5/15/2015,66050,209,($35.71)
5/15/2015,73020,182,$189.58 
5/15/2015,61550,154,($173.44)
5/15/2015,64000,181,$133.34 
5/15/2015,72100,276,$538.23 
5/15/2015,65710,291,($546.91)
5/15/2015,86200,296,$81.33 
5/15/2015,65540,152,($176.64)
5/15/2015,65750,181,($404.99)
5/15/2015,86030,197,$216.28 
5/15/2015,66030,285,($4.93)
5/15/2015,66070,210,($9.06)
5/15/2015,61530,292,($43.25)
5/15/2015,61570,234,($191.15)
5/15/2015,61520,248,($155.94)
5/15/2015,66020,234,($565.94)
5/15/2015,73020,160,$167.02 
5/16/2015,65730,164,$1.97 
5/16/2015,73020,258,$129.26 
5/16/2015,66080,181,($8.25)
5/16/2015,63050,276,($6.30)
5/16/2015,66030,297,($4.00)
5/16/2015,65700,271,($491.99)
5/16/2015,65710,278,($447.47)
5/16/2015,84020,181,$103.27 
5/16/2015,64010,180,$49.64 
5/16/2015,62030,270,($254.52)
5/16/2015,65650,201,($868.56)
5/16/2015,65700,223,($357.81)
5/16/2015,66070,182,($5.75)
5/16/2015,61540,165,($27.69)
5/16/2015,72010,187,"$2,332.04 "
5/16/2015,71240,177,$543.29 
5/16/2015,73040,288,$24.30 
5/16/2015,65740,285,($689.51)
5/16/2015,62560,270,($20.20)
5/16/2015,65710,293,($497.19)
5/16/2015,65520,161,($18.58)
5/16/2015,83030,170,$166.15 
5/16/2015,61550,257,($144.53)
5/16/2015,66040,190,($59.40)
5/16/2015,66530,171,($12.60)
5/16/2015,65590,171,($43.19)
5/16/2015,66070,160,($14.64)
5/16/2015,83020,282,($43.44)
5/16/2015,66100,216,($6.99)
5/16/2015,66110,225,($0.65)
5/16/2015,62550,234,($44.10)
5/16/2015,66010,277,($47.69)
5/16/2015,65750,150,($329.06)
5/16/2015,81270,212,$159.56 
5/16/2015,61540,257,($34.08)
5/16/2015,65650,193,($366.60)
5/16/2015,65730,257,$2.50 
5/16/2015,86200,173,$67.77 
5/16/2015,81100,256,$171.23 
5/16/2015,62560,294,($16.26)
5/16/2015,62530,288,($70.12)
5/16/2015,65750,218,($914.31)
5/16/2015,65550,213,($199.64)
5/16/2015,66030,271,($3.28)
5/16/2015,72130,161,"$2,087.80 "
5/16/2015,66050,165,($29.02)
5/16/2015,65750,152,($438.74)
5/16/2015,65660,152,($154.10)
5/16/2015,66100,222,($5.63)
5/16/2015,62520,225,($323.51)
5/16/2015,65690,211,($43.60)
5/16/2015,86200,251,$35.12 
5/16/2015,65550,223,($691.53)
5/16/2015,66530,210,($11.74)
5/17/2015,64010,275,$63.10 
5/17/2015,66070,191,($16.11)
5/17/2015,62020,261,($882.90)
5/17/2015,72020,211,"$3,811.18 "
5/17/2015,66120,215,($1.58)
5/17/2015,71050,229,$360.81 
5/17/2015,73020,213,$32.56 
5/17/2015,84030,179,$265.50 
5/17/2015,65710,213,($447.47)
5/17/2015,66530,214,($8.00)
5/17/2015,65550,178,($686.73)
5/17/2015,63050,150,($7.04)
5/17/2015,66100,215,($3.72)
5/17/2015,86010,167,$87.39 
5/17/2015,66100,261,($7.10)
5/17/2015,71550,297,$498.22 
5/17/2015,62010,236,($645.90)
5/17/2015,73050,185,$39.73 
5/17/2015,61530,175,($32.17)
5/17/2015,62099,294,$19.93 
5/17/2015,86450,207,$10.82 
5/17/2015,62020,181,($984.84)
5/17/2015,86130,193,$193.99 
5/17/2015,73050,227,$8.40 
5/17/2015,66520,256,($26.73)
5/17/2015,86290,153,$101.88 
5/17/2015,66040,284,($46.73)
5/17/2015,65550,257,($561.87)
5/17/2015,62530,201,($123.32)
5/17/2015,65660,279,($105.95)
5/17/2015,65620,173,($289.84)
5/17/2015,62530,173,($88.09)
5/17/2015,64000,282,$162.97 
5/17/2015,62560,226,($14.43)
5/17/2015,81230,267,$146.24 
5/17/2015,68060,189,($105.96)
5/17/2015,61540,265,($46.86)
5/17/2015,62510,275,($322.51)
5/17/2015,65550,266,($396.19)
5/17/2015,63050,211,($5.28)
5/17/2015,66550,256,($172.43)
5/17/2015,66080,167,($7.88)
5/17/2015,81320,189,$16.05 
5/17/2015,66070,192,($11.16)
5/17/2015,83020,247,$80.00 
5/17/2015,61570,292,($121.37)
5/17/2015,66080,255,($5.85)
5/17/2015,62010,232,($581.31)
5/17/2015,66110,237,($0.34)
5/17/2015,66090,187,($27.14)
5/17/2015,61570,237,($166.88)
5/17/2015,72999,269,($275.56)
5/17/2015,66090,213,($40.83)
5/17/2015,66530,164,($9.00)
5/18/2015,66130,295,($37.25)
5/18/2015,66510,280,($97.89)
5/18/2015,64020,277,$1.20 
5/18/2015,81900,279,$363.85 
5/18/2015,65660,228,($141.26)
5/18/2015,68060,230,($122.26)
5/18/2015,66010,261,($43.72)
5/18/2015,72050,291,$129.97 
5/18/2015,64000,156,$222.23 
5/18/2015,65590,164,($51.83)
5/18/2015,62030,296,($208.24)
5/18/2015,66070,263,($10.46)
5/18/2015,62560,189,($10.58)
5/18/2015,61550,196,($157.67)
5/18/2015,64020,218,$2.16 
5/18/2015,64010,276,$51.63 
5/18/2015,62520,285,($359.46)
5/18/2015,86010,203,$234.36 
5/18/2015,65730,241,$2.63 
5/18/2015,86200,194,$30.36 
5/18/2015,65750,219,($278.43)
5/18/2015,65520,236,($11.52)
5/18/2015,64000,257,$161.62 
5/18/2015,66090,159,($43.85)
5/18/2015,66520,277,($31.68)
5/18/2015,62010,236,($710.49)
5/18/2015,63050,282,($4.50)
5/18/2015,66130,151,($66.22)
5/18/2015,65520,219,($27.24)
5/18/2015,61560,179,($158.05)
5/18/2015,61510,203,($52.63)
5/18/2015,65660,283,($115.58)
5/18/2015,65650,150,($451.20)
5/18/2015,65690,195,($90.99)
5/18/2015,66100,294,($3.38)
5/18/2015,62099,190,$21.74 
5/18/2015,64010,195,$59.57 
5/18/2015,81090,268,$787.14 
5/18/2015,73050,210,$11.20 
5/18/2015,65700,269,($402.54)
5/18/2015,66110,287,($0.50)
5/18/2015,86350,157,$124.85 
5/18/2015,65550,267,($907.63)
5/18/2015,65710,162,($870.09)
5/18/2015,66130,160,($48.42)
5/18/2015,81350,275,$10.37 
5/18/2015,66080,240,($8.80)
5/18/2015,73030,174,$395.70 
5/18/2015,61510,282,($68.42)
5/18/2015,64000,168,$111.12 
5/18/2015,63050,154,($4.68)
5/18/2015,62530,294,($57.66)
5/18/2015,65610,226,($493.92)
5/18/2015,86050,292,$118.20 
5/19/2015,73040,227,$35.64 
5/19/2015,62550,276,($55.13)
5/19/2015,66550,298,($111.78)
5/19/2015,65730,267,$2.20 
5/19/2015,66520,293,($37.42)
5/19/2015,61560,273,($128.65)
5/19/2015,68060,268,($73.36)
5/19/2015,72020,175,"$4,192.30 "
5/19/2015,62020,272,($689.76)
5/19/2015,68060,172,($88.03)
5/19/2015,62530,187,($70.47)
5/19/2015,62550,214,($40.09)
5/19/2015,64010,169,$50.16 
5/19/2015,65650,230,($620.40)
5/19/2015,65550,169,($633.90)
5/19/2015,62560,225,($7.21)
5/19/2015,66520,281,($28.51)
5/19/2015,86330,208,$337.26 
5/19/2015,65700,205,($524.79)
5/19/2015,65620,226,($135.51)
5/19/2015,64000,268,$193.95 
5/19/2015,86100,263,$3.07 
5/19/2015,72150,184,"$1,581.30 "
5/19/2015,62560,183,($7.87)
5/19/2015,81170,236,$35.61 
5/19/2015,85510,158,$493.56 
5/19/2015,80990,177,"$2,359.27 "
5/19/2015,66080,256,($9.45)
5/19/2015,65700,286,($322.03)
5/19/2015,66120,155,($1.16)
5/19/2015,73020,277,$39.74 
5/19/2015,66050,290,($26.38)
5/19/2015,64020,224,$1.96 
5/19/2015,62560,246,($11.80)
5/19/2015,65550,211,($468.22)
5/19/2015,68060,165,($163.02)
5/19/2015,66550,192,($147.74)
5/19/2015,81220,184,$84.40 
5/19/2015,62560,288,($9.44)
5/19/2015,86180,222,$31.03 
5/19/2015,64020,273,$2.03 
5/19/2015,66020,241,($474.31)
5/19/2015,72090,273,"$1,108.03 "
5/19/2015,66080,233,($2.23)
5/19/2015,65650,167,($439.92)
5/19/2015,86140,274,$1.20 
5/19/2015,65620,182,($179.42)
5/19/2015,66010,186,($57.23)
5/19/2015,65730,278,$1.63 
5/19/2015,61530,246,($47.18)
5/19/2015,64000,236,$246.42 
5/19/2015,66090,170,($20.88)
5/19/2015,81350,241,$9.43 
5/19/2015,65550,163,($540.26)
5/20/2015,65740,244,($377.24)
5/20/2015,65760,234,($5.64)
5/20/2015,62560,173,($11.37)
5/20/2015,65620,182,($263.49)
5/20/2015,65660,180,($192.63)
5/20/2015,66080,229,($7.15)
5/20/2015,62510,166,($327.47)
5/20/2015,62530,183,($52.85)
5/20/2015,66050,286,($38.35)
5/20/2015,86040,195,$472.41 
5/20/2015,61570,266,($121.37)
5/20/2015,65690,290,($92.49)
5/20/2015,82070,224,$130.18 
5/20/2015,73020,271,$26.64 
5/20/2015,83030,168,$243.69 
5/20/2015,61530,156,($75.05)
5/20/2015,65520,187,($34.06)
5/20/2015,66020,172,($420.41)
5/20/2015,66100,274,($5.91)
5/20/2015,61520,285,($142.94)
5/20/2015,65710,207,($828.66)
5/20/2015,86010,284,$224.86 
5/20/2015,65730,264,$1.03 
5/20/2015,64010,178,$39.71 
5/20/2015,81150,165,$14.79 
5/20/2015,65760,254,($4.19)
5/20/2015,66550,235,($87.94)
5/20/2015,66510,210,($91.78)
5/20/2015,66130,172,($37.25)
5/20/2015,65700,205,($335.45)
5/20/2015,65730,295,$1.13 
5/20/2015,66020,256,($388.07)
5/20/2015,81090,247,"$1,049.53 "
5/20/2015,65730,265,$1.69 
5/20/2015,64000,225,$145.46 
5/20/2015,65600,298,($197.27)
5/20/2015,71160,231,$193.95 
5/20/2015,61520,264,($116.95)
5/20/2015,86350,164,$104.04 
5/20/2015,71240,220,$444.51 
5/20/2015,64020,276,$1.49 
5/20/2015,66030,151,($3.36)
5/20/2015,66070,172,($13.95)
5/20/2015,65700,296,($327.99)
5/20/2015,66030,151,($3.36)
5/20/2015,66510,211,($65.08)
5/20/2015,66080,202,($4.50)
5/20/2015,65570,218,($4.43)
5/20/2015,68060,282,($134.49)
5/20/2015,65620,162,($150.57)
5/20/2015,65540,201,($271.75)
5/20/2015,66120,214,($1.69)
5/20/2015,65520,275,($32.51)
5/20/2015,66030,151,($2.73)
5/21/2015,66020,239,($574.92)
5/21/2015,68060,228,($98.63)
5/21/2015,66030,155,($3.36)
5/21/2015,62560,251,($10.23)
5/21/2015,62550,190,($36.08)
5/21/2015,65710,276,($372.90)
5/21/2015,84020,176,$247.59 
5/21/2015,72130,165,"$3,062.11 "
5/21/2015,86010,162,$58.15 
5/21/2015,66070,265,($13.18)
5/21/2015,86180,257,$20.58 
5/21/2015,62530,261,($64.06)
5/21/2015,65620,293,($220.83)
5/21/2015,83070,179,$155.33 
5/21/2015,61530,249,($51.11)
5/21/2015,65660,200,($166.95)
5/21/2015,66510,268,($66.74)
5/21/2015,68060,239,($93.58)
5/21/2015,62030,287,($173.53)
5/21/2015,65730,189,$1.50 
5/21/2015,66550,225,($77.39)
5/21/2015,61520,160,($224.80)
5/21/2015,65540,278,($239.14)
5/21/2015,61510,157,($116.96)
5/21/2015,62030,233,($156.18)
5/21/2015,66010,222,($62.00)
5/21/2015,62510,161,($396.93)
5/21/2015,68060,169,($188.29)
5/21/2015,62530,218,($64.60)
5/21/2015,65700,266,($357.81)
5/21/2015,62520,159,($184.87)
5/21/2015,63050,261,($4.80)
5/21/2015,66100,233,($4.51)
5/21/2015,61550,279,($250.52)
5/21/2015,65690,214,($47.57)
5/21/2015,65690,220,($52.85)
5/21/2015,65570,175,($4.92)
5/21/2015,66550,233,($117.25)
5/21/2015,61540,290,($31.24)
5/21/2015,61550,250,($236.51)
5/21/2015,86040,189,$354.31 
5/21/2015,81260,227,$217.91 
5/21/2015,64000,240,$161.62 
5/21/2015,65660,246,($202.26)
5/21/2015,66110,150,($0.37)
5/21/2015,62030,151,($119.30)
5/21/2015,62510,203,($446.55)
5/21/2015,73030,234,$625.78 
5/21/2015,65590,152,($47.11)
5/21/2015,62099,168,$24.16 
5/21/2015,68060,178,($95.37)
5/21/2015,65660,152,($138.69)
5/21/2015,66040,153,($65.43)
5/21/2015,68050,298,($0.05)
5/21/2015,63050,282,($3.60)
5/21/2015,81280,164,$17.84 
5/21/2015,72010,292,"$3,420.32 "
5/21/2015,73030,288,$49.26 
5/21/2015,81900,168,$444.71 
5/21/2015,71325,269,($544.31)
5/21/2015,62560,159,($13.11)
5/21/2015,73020,255,$125.27 
5/21/2015,66100,180,($3.66)
5/21/2015,62520,287,($282.43)
5/21/2015,86020,160,$6.86 
5/21/2015,71070,221,($13.21)
5/21/2015,66510,209,($80.09)
5/21/2015,66040,186,($54.83)
5/21/2015,65540,288,($149.46)
5/21/2015,64000,244,$131.32 
5/21/2015,65760,192,($5.59)
5/21/2015,65730,171,$2.36 
5/21/2015,81210,298,$610.35 
5/21/2015,61550,297,($367.90)
5/21/2015,65740,232,($408.67)
5/21/2015,66110,180,($0.51)
5/21/2015,82070,277,$156.21 
5/21/2015,65700,217,($393.59)
5/21/2015,62520,182,($187.42)
5/21/2015,62550,216,($70.16)
5/21/2015,61530,247,($75.16)
5/21/2015,86270,215,$102.01 
5/21/2015,65610,255,($428.07)
5/21/2015,65730,193,$1.46 
5/21/2015,66520,156,($34.85)
5/21/2015,73030,182,$439.67 
5/21/2015,63050,199,($12.25)
5/21/2015,62520,154,($395.41)
5/21/2015,81260,295,$178.29 
5/21/2015,65710,232,($341.82)
5/21/2015,66020,242,($718.66)
5/21/2015,61560,163,($143.68)
5/21/2015,73050,151,$11.07 
5/21/2015,62010,184,($592.08)
5/21/2015,62520,189,($222.52)
5/21/2015,61540,171,($18.19)
5/21/2015,64000,242,$328.55 
5/21/2015,73040,197,$244.20 
5/21/2015,61540,258,($59.63)
5/21/2015,72100,192,$403.67 
5/21/2015,68060,153,($154.05)
5/21/2015,73040,255,$110.88 
5/21/2015,62550,217,($45.10)
5/21/2015,66550,275,($94.58)
5/21/2015,86010,194,$47.58 
5/21/2015,64010,189,$70.60 
5/21/2015,66080,200,($4.50)
5/21/2015,63050,293,($6.00)
5/21/2015,66110,173,($0.49)
5/21/2015,66130,236,($44.70)
5/21/2015,65620,193,($163.11)
5/21/2015,71180,213,$449.36 
5/21/2015,65590,173,($62.82)
5/21/2015,66080,290,($5.40)
5/21/2015,61510,254,($65.79)
5/21/2015,63050,173,($8.40)
5/21/2015,82100,211,$47.82 
5/21/2015,71010,229,"$2,243.52 "
5/21/2015,66030,180,($3.15)
5/21/2015,65540,155,($195.66)
5/21/2015,62560,274,($10.49)
5/21/2015,62010,298,($699.73)
5/21/2015,65700,230,($357.81)
5/21/2015,71325,154,($598.74)
5/21/2015,65660,262,($154.10)
5/21/2015,83020,282,$88.00 
5/21/2015,66010,262,($87.44)
5/21/2015,65700,180,($447.26)
5/21/2015,65540,295,($239.14)
5/21/2015,65690,245,($77.52)
5/21/2015,66010,202,($57.23)
5/21/2015,64000,169,$269.37 
5/21/2015,66010,279,($63.59)
5/21/2015,71060,265,($44.02)
5/21/2015,73030,268,$550.54 
5/21/2015,65730,296,$1.24 
5/21/2015,61520,215,($259.90)
5/21/2015,65700,285,($360.79)
5/21/2015,81180,283,$19.76 
5/21/2015,66070,265,($8.37)
5/21/2015,81250,186,$16.07 
5/21/2015,62540,231,($31.09)
5/21/2015,65610,202,($369.85)
5/21/2015,66090,244,($33.18)
5/21/2015,64010,293,$101.93 
5/21/2015,65620,240,($165.62)
5/21/2015,86090,173,$61.95 
5/21/2015,86100,207,$2.79 
5/21/2015,62530,278,($60.06)
5/21/2015,65620,244,($150.57)
5/21/2015,65730,191,$1.13 
5/21/2015,65590,228,($51.04)
5/21/2015,65660,226,($184.92)
5/21/2015,86100,257,$8.58 
5/21/2015,64010,254,$47.66 
5/21/2015,65620,266,($150.57)
5/21/2015,82050,245,$4.29 
5/21/2015,66520,267,($23.17)
5/21/2015,65610,282,($291.86)
5/21/2015,61570,150,($151.71)
5/21/2015,61530,190,($29.49)
5/21/2015,66130,181,($68.29)
5/21/2015,65520,176,($20.12)
5/21/2015,61530,247,($40.21)
5/21/2015,73040,245,$126.90 
5/21/2015,68060,297,($171.17)
5/21/2015,66120,217,($1.90)
5/21/2015,86310,171,$248.30 
5/21/2015,66510,163,($105.12)
5/21/2015,73010,264,$68.06 
5/21/2015,62510,206,($625.17)
5/21/2015,61570,239,($164.38)
